subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
antigone	have	rr	0.0786	0.8794	0.0113
antigone	have	rp	0.0786	0.8558	0.0152
antigone	have	rn	0.0786	0.8586	0.0127
antigone	have	rm	0.0786	0.9085	0.0126
antigone	have	url	0.0786	0.9212	0.0113
antigone	have	pj	0.0786	0.8737	0.0063
antigone	have	rh	0.0786	0.85	0.0248
antigone	have	rf	0.0786	0.9616	0.0131
antigone	have	rd	0.0786	0.8521	0.014
antigone	have	rc	0.0786	0.8797	0.0097
antigone	have	rb	0.0786	0.95	0.0123
antigone	have	ix	0.0786	0.9234	0.0065
antigone	have	iq	0.0786	0.8815	0.0054
antigone	have	io	0.0786	0.8473	0.0076
antigone	have	il	0.0786	0.9013	0.0074
antigone	have	cc	0.0786	0.8884	0.0056
antigone	have	cb	0.0786	0.9086	0.008
antigone	have	bx	0.0786	0.8416	0.0105
antigone	have	bp	0.0786	0.9011	0.0132
antigone	have	bk	0.0786	0.8416	0.01
antigone	have	bf	0.0786	0.8763	0.0103
antigone	have	bb	0.0786	0.9062	0.0219
antigone	have	az	0.0786	0.8857	0.0047
antigone	have	ax	0.0786	0.8924	0.0071
antigone	have	aw	0.0786	0.8669	0.019
antigone	have	aa	0.0786	0.777	0.0052
antigone	have	tv	0.0786	0.9083	0.006
antigone	have	tn	0.0786	0.877	0.0042
antigone	have	tm	0.0786	0.8649	0.0049
antigone	have	tl	0.0786	0.8511	0.0063
antigone	have	td	0.0786	0.8964	0.0048
antigone	have	tc	0.0786	0.9015	0.0045
antigone	have	tb	0.0786	0.8847	0.0045
antigone	have	oz	0.0786	0.9115	0.0106
antigone	have	ry	0.0786	0.8659	0.0147
antigone	have	cv	0.0786	0.9325	0.0062
antigone	have	ct	0.0786	0.8861	0.0056
antigone	have	cm	0.0786	0.8895	0.0044
antigone	have	ck	0.0786	0.877	0.0054
antigone	have	cg	0.0786	0.8526	0.0057
antigone	have	cf	0.0786	0.9409	0.0064
antigone	have	cc	0.0786	0.8884	0.0056
antigone	have	cb	0.0786	0.9086	0.008
antigone	have	bx	0.0786	0.8416	0.0105
antigone	have	bp	0.0786	0.9011	0.0132
antigone	have	bk	0.0786	0.8416	0.01
antigone	have	bf	0.0786	0.8763	0.0103
antigone	have	bb	0.0786	0.9062	0.0219
antigone	have	az	0.0786	0.8857	0.0047
antigone	have	ax	0.0786	0.8924	0.0071
antigone	have	aw	0.0786	0.8669	0.019
antigone	have	ak	0.0786	0.91	0.0055
antigone	have	aa	0.0786	0.777	0.0052
grizzly bear	has_property	pictures	0.0786	0.946	0.0022
body hair	gain	weight	0.0786	0.9232	0.0014
leopard	has_property	illegal	0.0786	0.9492	0.0001
lome	has_place	away	0.0786	0.8939	0.0002
united kingdom	have	gt	0.0786	0.8857	0.0109
united kingdom	have	nw	0.0786	0.8512	0.0115
united kingdom	have	nt	0.0786	0.8734	0.0111
united kingdom	have	mph	0.0786	0.9187	0.0054
stye	drain at	night	0.0786	0.7287	0.1735
meerkat	love	celery	0.0786	0.7867	1.0
triangle	has_property	ultra instinct	0.0786	0.7794	0.0706
underwear	can	stink	0.0786	0.8372	0.0016
atrophy	can	happen	0.0786	0.8738	0.0002
samphire	has_property	jewelry	0.0786	0.9508	0.0028
hannibal	have	law	0.0786	0.8911	0.003
jackie robinson	have	lu	0.0786	0.8765	0.0123
narrator	be in	black cat	0.0786	0.8444	1.0
elephant	has_body_part	nails	0.0786	0.9028	0.0045
baseball game	has_property	fen way	0.0786	0.6682	0.4438
radiocarbon	has_property	slide share	0.0786	0.9136	0.0027
kat	has_property	gwen	0.0786	0.8771	0.0005
kat	has_property	dwarfism	0.0786	0.6086	0.0267
kat	has_property	dwarfism	0.0786	0.6086	0.0267
kat	has_property	marketer	0.0786	0.7193	1.0
giant planets	have	many more moons than terrestrial planets	0.0786	0.9327	1.0
apostle	celebrate	easter	0.0786	0.9057	0.0018
rasta	have	beards	0.0786	0.9371	0.0018
singer	has_property	dot	0.0786	0.8893	0.0005
retirement	affect	social security	0.0786	0.9199	0.0155
polling booth	has_property	jobs	0.0786	0.8863	0.0005
liquid	hate	big boss	0.0786	0.7684	0.3143
snail	can	lyrics	0.0786	0.8886	0.0002
snail	can	signify	0.0786	0.7721	0.0318
black swan	feed	fish	0.0786	0.796	0.0742
cab	have	good bbc	0.0786	0.9369	0.0024
industry	has_property	amer	0.0786	1.0	0.0039
juxtaposition	can	mean	0.0786	0.8633	0.0002
grizzly bear	has_property	juice	0.0786	0.865	0.001
grizzly bear	has_property	twitter	0.0786	0.9413	0.0004
grizzly bear	has_property	shirts	0.0786	0.9044	0.0016
grizzly bear	has_property	tortured	0.0786	0.8449	0.1748
grizzly bear	has_property	pawn	0.0786	0.7927	0.0274
grizzly bear	has_property	erst	0.0786	0.8038	0.1749
grizzly bear	has_property	juice	0.0786	0.865	0.001
grizzly bear	has_property	elastic	0.0786	0.8921	0.0019
grizzly bear	has_property	emoticons	0.0786	0.7719	0.4809
grizzly bear	has_property	epic	0.0786	0.8775	0.001
grizzly bear	has_property	twitter	0.0786	0.9413	0.0004
grizzly bear	has_property	shirts	0.0786	0.9044	0.0016
grizzly bear	has_property	tortured	0.0786	0.8449	0.1748
grizzly bear	has_property	pawn	0.0786	0.7927	0.0274
grizzly bear	has_property	qed	0.0786	0.7709	0.0016
grizzly bear	has_property	owner	0.0786	0.8566	0.0005
grizzly bear	has_property	topsy	0.0786	0.6922	0.3485
grizzly bear	has_property	oats	0.0786	0.8685	0.0008
grizzly bear	has_property	news	0.0786	0.9414	0.0011
grizzly bear	has_property	nsf	0.0786	0.8435	0.0018
grizzly bear	has_property	pm	0.0786	0.9249	0.0002
grizzly bear	has_property	lubricated	0.0786	0.8659	0.0033
grizzly bear	has_property	landing	0.0786	0.8773	0.0141
grizzly bear	has_property	iron	0.0786	0.9511	0.0008
grizzly bear	has_property	iced	0.0786	0.827	0.0008
grizzly bear	has_property	landing	0.0786	0.8773	0.0141
condom	can	shop	0.0786	0.8257	0.0011
charger	can win	afc west	0.0786	0.9239	0.2541
paul mccartney	has_property	in concert	0.0786	0.9226	0.0289
fan	build up	dust	0.0786	0.7761	1.0
pluto	can	rhyme	0.0786	0.8554	0.0003
goku	go	super taiwan 3	0.0786	0.6995	1.0
bong	can	sun	0.0786	0.9013	0.013
anti-inflammatory drug	have	compatible mel	0.0786	0.898	0.0194
bandage	work in	tr avian	0.0786	0.6836	0.2097
guy	have hyphenated	last names	0.0786	0.8146	0.4688
onion dome	be predominant in	russian architecture	0.0786	0.7767	0.3752
slip	has_property	online	0.0786	0.8702	0.0006
umbrella	can	shot	0.0786	0.7757	0.0034
labour pains	has_property	twice month	0.0786	0.9417	0.0098
hyde	has_property	now hunted man	0.0786	0.864	1.0
addict	has_property	aka	0.0786	0.9174	0.0006
england	turn back	clocks	0.0786	0.8155	0.5005
tyler	have	cg	0.0786	0.8526	0.0057
paramedic	give	blood	0.0786	0.912	0.0247
golfer	overlap	fingers	0.0786	0.7309	1.0
female	grow	neck hair	0.0786	0.8978	1.0
girl	get	tongue pierced	0.0786	0.8303	1.0
finland	have	nh	0.0786	0.8602	0.0113
fire	look	the way it does	0.0786	0.8839	0.4225
sunnies	turn	brown	0.0786	0.9427	0.0005
brussels sprout	has_temperature	warm	0.0786	0.8802	0.0007
brussels sprout	has_property	added	0.0786	0.9148	0.0044
brussels sprout	has_property	zero	0.0786	0.9429	0.0001
metal	react	losing	0.0786	0.7609	0.8216
base	have	soapy feel	0.0786	0.8189	1.0
fern	can	multiply	0.0786	0.8328	0.0023
pastor	have	armor bearers	0.0786	0.8148	1.0
window	has_property	81 good	0.0786	0.9469	1.0
mobile phone	has_property	easy	0.0786	0.9218	0.0006
coke cans	have paint on	bottom	0.0786	0.8488	0.4498
shadow	keep	changing sizes	0.0786	0.8083	1.0
cassius	be in	hell	0.0786	0.9103	0.0151
voltage	can	monitor	0.0786	0.8531	0.0879
multiplication	can	award	0.0786	0.8782	0.0008
spot	has_property	dying	0.0786	0.8486	0.0003
pea	can	climb	0.0786	0.8593	0.0024
pool	work	betting	0.0786	0.9541	0.1073
human	can decrease carbon dioxide in	air	0.0786	0.9004	1.0
tank locomotive	can	work	0.0786	0.9072	0.0
wireless	has_place	away	0.0786	0.8939	0.0002
lesbian	has_trait	angry	0.0786	0.9193	0.0014
californian	celebrate	easter	0.0786	0.9057	0.0018
insect	has_property	igniting	0.0786	0.8372	0.0066
insect	has_property	erecting	0.0786	0.7925	0.0128
coca cola	be bad during	pregnancy	0.0786	0.9543	0.0074
consumer	can get	nitrogen	0.0786	0.9266	1.0
leader	can	plan	0.0786	0.8682	0.0011
quicksand	has_property	made	0.0786	0.9389	0.0
tiger shark	has_body_part	eyes	0.0786	0.9103	0.0004
penguin	have	thick skin	0.0786	0.8705	0.0154
mobile phone	has_property	gb	0.0786	0.9593	0.0002
mobile phone	has_property	lucky	0.0786	0.8875	0.0006
mobile phone	has_property	ll	0.0786	0.8499	0.0008
mobile phone	has_property	tag	0.0786	0.913	0.0006
mobile phone	has_property	went	0.0786	0.8425	0.0004
mobile phone	has_property	html	0.0786	0.9613	0.0005
mobile phone	has_property	tag	0.0786	0.913	0.0006
mobile phone	has_property	ll	0.0786	0.8499	0.0008
mobile phone	has_property	lucky	0.0786	0.8875	0.0006
mobile phone	has_property	gb	0.0786	0.9593	0.0002
turboprop	has_trait	efficient	0.0786	0.9157	0.0008
coordinate	has_property	zones	0.0786	0.8588	0.0056
hanuman	can eat	sun	0.0786	0.8728	1.0
communism	can be	democratic	0.0786	0.9151	0.263
data file	has_property	host	0.0786	0.8423	0.0134
weed	has_property	illinois	0.0786	0.9556	0.0012
spider	stay away from	conkers	0.0786	0.7259	1.0
scid	has_movement	ahead	0.0786	0.8973	0.0001
scid	has_property	itching	0.0786	0.8165	0.0007
stretch mark	has_property	bbc good food	0.0786	0.9559	0.01
mayor	can	qualify	0.0786	0.8262	0.0005
spot	can	disappear	0.0786	0.9415	0.0018
hazard	be important in	aviation	0.0786	0.844	0.0596
pretzel	has_property	cut	0.0786	0.9181	0.0002
crocodile	have	good bbc	0.0786	0.9369	0.0024
product	be cheap	in china	0.0786	0.8877	0.0281
leader	can	book	0.0786	0.8553	0.0008
carbohydrate	help with	altitude sickness	0.0786	0.7922	1.0
corticosterone	has_property	sneezing	0.0786	0.8711	0.0011
corticosterone	has_property	squatting	0.0786	0.814	0.0042
architect	use	copper roofs chemistry	0.0786	0.7135	1.0
author	use	plot twist	0.0786	0.7123	1.0
lie	can	book	0.0786	0.8553	0.0008
iguana	can	sync	0.0786	0.8069	0.0006
batch	has_property	file	0.0786	0.9086	0.0027
apple	can	pollinate	0.0786	0.885	0.0042
education	has_property	important essay	0.0786	0.9329	0.0049
intervention	has_property	mac	0.0786	0.9547	0.0006
beer	has_property	azure lane	0.0786	0.8648	0.0013
taxpayer	can download	form 16	0.0786	0.9194	1.0
polycythemia	can	clear	0.0786	0.8369	0.0202
habitat	have	important ljmu	0.0786	0.9293	0.0144
habitat	have	important pd	0.0786	0.9303	0.2208
zombie	has_property	apocalypse	0.0786	0.8643	0.1114
cancun	has_property	a good place to vacation	0.0786	0.8365	0.4925
propellant	can	mean	0.0786	0.8633	0.0002
varicose vein	has_manner	better	0.0786	0.9272	0.0003
pyramid	has_property	elevated	0.0786	0.8668	0.0038
pyramid	has_property	squeaking	0.0786	0.8283	0.0007
gazelle	has_property	quality	0.0786	0.8806	0.0005
brian	has_place	out	0.0786	0.9423	0.0002
coconut	can	tingle	0.0786	0.86	0.0074
coconut	can	yawn	0.0786	0.8069	0.0011
coconut	can	symbolize	0.0786	0.8337	0.001
coconut	can	awake	0.0786	0.8488	0.0005
hypervolaemia	can	egg	0.0786	0.8765	0.0007
information system	has_property	agency	0.0786	0.892	0.0034
song	has_property	means	0.0786	0.8608	0.0062
ant	eat	oil	0.0786	0.8536	0.0399
alpha radiation	affect	body	0.0786	0.9726	0.0003
flightless bird	make	noise	0.0786	0.9148	0.0004
sensorineural hearing loss	can	know	0.0786	0.9079	0.0003
phone app	keep	stopping	0.0786	0.7977	0.0063
crawfish	can	type	0.0786	0.8376	0.0005
crawfish	can	met	0.0786	0.797	0.0002
addict	has_property	tlc	0.0786	0.9135	0.0001
addict	has_property	apparel	0.0786	0.8368	0.0233
madison	has_property	square garden called a garden	0.0786	0.8809	1.0
rabbit	has_property	fit	0.0786	0.8996	0.0011
white	can	idle	0.0786	0.8249	0.0005
disk	has_property	task manager	0.0786	0.8047	1.0
nut	has_property	met	0.0786	0.8105	0.0004
farming	can	bucks	0.0786	0.8219	0.0249
farming	can	paw	0.0786	0.8579	0.0067
hazmat	be allowed in	tunnels	0.0786	0.8969	1.0
birth control pill	has_property	upside down	0.0786	0.942	0.0011
bachelor	has_property	open load	0.0786	0.8575	0.1817
thief	buy	gift cards	0.0786	0.8991	0.4231
breast	look	different	0.0786	0.9153	0.001
shark	find	injured fish	0.0786	0.7721	1.0
dealer	use	pagers	0.0786	0.8445	0.0288
football player	have	buyout clauses	0.0786	0.6422	1.0
alphabet	be in	certain order	0.0786	0.9162	0.4213
scientist	use	richter scale	0.0786	0.8584	1.0
lesion	enhance with	contrast	0.0786	0.7377	1.0
leopard	has_property	etc	0.0786	0.8684	0.0005
rh-negative blood type	has_property	son	0.0786	0.9384	0.0006
rh-negative blood type	has_property	suitable	0.0786	0.8977	0.0076
rh-negative blood type	has_property	smaller	0.0786	0.9205	0.0012
rh-negative blood type	has_property	sjogrens	0.0786	1.0	0.0127
rh-negative blood type	has_property	rhino	0.0786	0.8945	0.0022
rh-negative blood type	has_property	tlc	0.0786	0.9135	0.0001
rh-negative blood type	has_property	rca	0.0786	1.0	0.0046
rh-negative blood type	has_property	rbi	0.0786	0.7308	0.0035
rh-negative blood type	has_property	plasma	0.0786	0.8843	0.0189
rh-negative blood type	has_property	multiplied	0.0786	0.8765	0.0586
rh-negative blood type	has_property	mmpi-2	0.0786	1.0	1.0
rh-negative blood type	has_property	lb	0.0786	0.9512	0.0006
rh-negative blood type	has_property	molnar	0.0786	1.0	0.0005
rh-negative blood type	has_property	msw	0.0786	1.0	0.0004
rh-negative blood type	has_property	meat	0.0786	0.9512	0.0023
rh-negative blood type	has_property	wwi	0.0786	1.0	0.0004
rh-negative blood type	has_property	impact	0.0786	0.8652	0.0006
rh-negative blood type	has_property	ukraine	0.0786	0.9126	0.0013
rh-negative blood type	has_property	molnar	0.0786	1.0	0.0005
rh-negative blood type	has_property	lb	0.0786	0.9512	0.0006
rh-negative blood type	has_property	mmpi-2	0.0786	1.0	1.0
rh-negative blood type	has_property	multiplied	0.0786	0.8765	0.0586
rh-negative blood type	has_property	plasma	0.0786	0.8843	0.0189
rh-negative blood type	has_property	rbi	0.0786	0.7308	0.0035
rh-negative blood type	has_property	rca	0.0786	1.0	0.0046
rh-negative blood type	has_property	tlc	0.0786	0.9135	0.0001
rh-negative blood type	has_property	rhino	0.0786	0.8945	0.0022
rh-negative blood type	has_property	sjogrens	0.0786	1.0	0.0127
rh-negative blood type	has_property	smaller	0.0786	0.9205	0.0012
rh-negative blood type	has_property	suitable	0.0786	0.8977	0.0076
rh-negative blood type	has_property	son	0.0786	0.9384	0.0006
rh-negative blood type	has_color	purple	0.0786	0.895	0.0007
rh-negative blood type	has_property	achieved	0.0786	0.8675	0.0077
prejudice	has_property	against the minorities in india	0.0786	0.8071	1.0
artist	have	drug problems	0.0786	0.7925	0.459
foreskin	can	squeak	0.0786	0.8329	0.0003
math	has_property	all around us	0.0786	0.8579	1.0
weed	has_property	sweating	0.0786	0.7969	0.0007
weed	has_property	sweating	0.0786	0.7969	0.0007
paul	have	nb	0.0786	0.9364	0.0129
internet	affect	international marketing research	0.0786	0.8345	1.0
albino	can	attack	0.0786	0.843	0.001
canary islands	has_property	eruption	0.0786	0.8104	0.0124
conductivity	relate to	ads	0.0786	0.7772	1.0
branch	has_property	snap	0.0786	0.8947	0.0013
taste bud	get	infected	0.0786	0.9057	0.0014
pyrene	go	bad	0.0786	0.9075	0.0003
locust	can	sum	0.0786	0.8453	0.0004
larus	have	important ljmu	0.0786	0.9293	0.0144
gas	expand	more than solids when heated	0.0786	0.7741	1.0
lung	has_movement	zip	0.0786	0.9029	0.0008
armadillo	can hurt	humans	0.0786	0.8547	1.0
frying pan	has_property	vegetables	0.0786	0.8938	0.0044
steel cans	be used	to store food	0.0786	0.879	0.206
joffrey	has_property	afraid of trio	0.0786	0.8444	0.6582
experiment	use	controls	0.0786	0.8359	0.7628
japan	be hit hard	by the great depression	0.0786	0.8613	0.6855
college football game	has_property	nick	0.0786	0.9116	0.0817
modal auxiliary verb	can	qualify	0.0786	0.8262	0.0005
mudskipper	can	reproduce	0.0786	0.9114	0.0002
diamond	be used	in cutting tools	0.0786	0.8314	0.4904
soccer player	shave	armpits	0.0786	0.8522	0.017
cable	tie	themselves into knots	0.0786	0.8448	0.3405
baltimore	have	ah	0.0786	0.8517	0.0166
baltimore	have	cw	0.0786	0.9258	0.0052
baltimore	have	cz	0.0786	0.8233	0.0095
paramedic	work	12 hour shifts	0.0786	0.9173	0.2232
grapnel	has_property	made	0.0786	0.9389	0.0
fast food restaurant	has_property	resow	0.0786	1.0	0.0015
asthenosphere	has_property	to	0.0786	1.0	0.0001
oklahoma	be called	boomer sooner	0.0786	0.7743	1.0
rising	can	up	0.0786	0.8924	0.0002
turkey	invade	kurdish	0.0786	0.8929	1.0
fiend	has_property	video	0.0786	0.9408	0.0004
square	can	root	0.0786	0.8836	0.0236
footballer	wear	two shirts	0.0786	0.9469	0.3635
muslim	want	to be close to allah	0.0786	0.8161	1.0
the states	have	flags	0.0786	0.9306	0.0085
pisces	has_property	in love	0.0786	0.9416	0.004
aerie	has_property	illness	0.0786	0.8852	0.0018
aerie	has_property	aphid	0.0786	0.8483	0.0233
bank	monitor	transactions	0.0786	0.7469	1.0
jupiter	have	cu	0.0786	0.9094	0.0405
national day	has_property	celebrated	0.0786	0.9464	0.0004
computer	can	top	0.0786	0.7813	0.0013
crock	has_property	serbia	0.0786	0.8699	0.0032
mobile phone	has_property	lgbt	0.0786	0.9399	0.0004
mobile phone	has_property	rvs	0.0786	1.0	0.005
mobile phone	has_property	rpm	0.0786	0.9206	0.0005
mobile phone	has_property	rj45	0.0786	1.0	0.0009
mobile phone	has_property	rhino	0.0786	0.8945	0.0022
mobile phone	has_property	rna	0.0786	1.0	0.0005
mobile phone	has_property	nod	0.0786	0.8359	0.0006
mobile phone	has_property	gdp	0.0786	0.9091	0.0004
mobile phone	has_property	lac	0.0786	0.7836	0.0028
mobile phone	has_property	llama	0.0786	0.8877	0.0005
mobile phone	has_property	ljmu	0.0786	1.0	0.0011
mobile phone	has_property	legit	0.0786	0.834	0.0006
mobile phone	has_property	gzsz	0.0786	1.0	0.0004
mobile phone	has_property	guaranteed	0.0786	0.8649	0.0016
mobile phone	has_property	gk	0.0786	0.9589	0.0022
mobile phone	has_property	ghosted	0.0786	0.8687	0.0005
mobile phone	has_property	gun	0.0786	0.9514	0.002
mobile phone	has_property	eztv	0.0786	1.0	0.0049
mobile phone	has_property	epidemic	0.0786	0.8439	0.0012
mobile phone	has_property	eon	0.0786	0.8367	0.0028
mobile phone	has_property	ejected	0.0786	0.883	0.0004
mobile phone	has_property	eight	0.0786	0.9741	0.0007
mobile phone	has_property	ego	0.0786	0.8827	0.0023
mobile phone	has_property	slr	0.0786	0.8528	0.0044
mobile phone	has_property	dnsd	0.0786	1.0	0.007
mobile phone	has_property	died	0.0786	0.863	0.0009
mobile phone	has_property	czech	0.0786	0.9181	0.0001
mobile phone	has_property	carl	0.0786	0.8714	0.0009
mobile phone	has_property	certified	0.0786	0.8426	0.0007
mobile phone	has_property	cctv	0.0786	0.8731	0.0005
mobile phone	has_property	bsnl	0.0786	1.0	0.0178
mobile phone	has_property	bah	0.0786	0.9085	0.0052
mobile phone	has_property	gzsz	0.0786	1.0	0.0004
mobile phone	has_property	hjc	0.0786	1.0	0.0016
mobile phone	has_property	hmrc	0.0786	1.0	0.0034
mobile phone	has_property	hplc	0.0786	1.0	0.0055
mobile phone	has_property	belts	0.0786	0.9536	0.0002
mobile phone	has_property	homed	0.0786	0.6163	0.0083
mobile phone	has_property	irregular	0.0786	0.841	0.0005
mobile phone	has_property	avg	0.0786	0.908	0.0003
mobile phone	has_property	squared	0.0786	0.8551	0.0003
mobile phone	has_property	myanmar	0.0786	0.895	0.0024
mobile phone	has_property	ruth	0.0786	0.9112	0.0009
mobile phone	has_property	rr	0.0786	0.9005	0.0014
mobile phone	has_property	rvs	0.0786	1.0	0.005
seashell	have	perfect holes in them	0.0786	0.9129	1.0
genu	can	compare	0.0786	0.8507	0.0186
poop	can	eat	0.0786	0.9077	0.0002
watch movie	has_property	are free	0.0786	0.8997	1.0
comment	can	illustrate	0.0786	0.8016	0.0042
nasa	have	mc	0.0786	0.8745	0.0057
nasa	have	er	0.0786	0.843	0.0267
baboon	have	big teeth	0.0786	0.899	0.0156
nintendo	have	ty	0.0786	0.8626	0.0063
price	has_property	volatile	0.0786	0.9128	0.0042
gas	diffuse	readily	0.0786	0.7927	1.0
sport	can	fee	0.0786	0.8966	0.0002
orc	has_property	had	0.0786	0.9429	0.0004
human nature	attract	animals	0.0786	0.8775	0.1135
georgia	can beat	alabama	0.0786	0.7889	0.907
suburb	has_property	rural	0.0786	0.8324	0.008
wave	change	direction when traveling from one material to another	0.0786	0.803	1.0
acorn	can	germinate	0.0786	0.9279	0.0198
dryer	can	leak	0.0786	0.846	0.003
villager	give	other food	0.0786	0.8679	1.0
cigar box	can	recycled	0.0786	0.9561	0.0036
tenerife	has_property	the same time as uk	0.0786	0.9621	0.3053
sweatshop	has_property	two	0.0786	0.9539	0.0007
eudaimonia	has_property	an activity	0.0786	0.8799	1.0
clean	led	tv screen	0.0786	0.839	1.0
assessment	has_property	wu	0.0786	0.8784	0.0008
assessment	has_property	smaller	0.0786	0.9205	0.0012
assessment	has_property	taxation	0.0786	0.8729	0.6394
assessment	has_property	wu	0.0786	0.8784	0.0008
assessment	has_property	smaller	0.0786	0.9205	0.0012
atp	be generated in	photosynthesis	0.0786	0.915	0.5942
biotin	can	fair	0.0786	0.8646	0.0182
crack	has_property	squats	0.0786	0.864	0.0156
pine knot	has_effect	itchy	0.0786	0.8793	0.0002
pine knot	has_property	okay	0.0786	0.9197	0.0008
pine knot	has_property	low	0.0786	0.9407	0.0004
pine knot	has_property	kosher	0.0786	0.92	0.0006
pine knot	has_place	down	0.0786	0.9397	0.0002
nursing	can	cap	0.0786	0.8578	0.0022
russian buildings	have	onion domes	0.0786	0.8085	0.0293
kiwi fruit	has_property	gcse	0.0786	1.0	0.0003
kiwi fruit	has_property	gzsz	0.0786	1.0	0.0004
kiwi fruit	has_property	went	0.0786	0.8425	0.0004
kiwi fruit	has_property	paris	0.0786	0.9531	0.0069
